candidateID,candidate_name
2uacZ5RszK,Ch Waris Nadeem Warraich
ZlMVlN9xtI,Chaudhry Abdul Razaq Dhiloon
dWWPrFnBMV,Chaudhry Ali Asif Bagga
SbkN4WCJ9P,Shehzad Ahmed Qureshi
y2aopnxPla,Muhammad Aslam Arain
aLW23d4XpC,Sumeer Ayaz Sohatora
M42zTBGtzM,Haji Muhammad Akram Ansari
TTtg2njoRR,Naina Lal
2ZDOlpUmgX,Khalid Pervaiz Khan
sk9yihIXrk,Zulifqar Ali Baig
CVcrf6g4XX,Sheikh  Azhar Amin Advocate
nbKw40hMDd,Rao Rahat Ali Khan
WknW5ZgSW2,Gulzar Ahmed
WLZ3oVe1fi,Muhammad Aslam
CJK3SuUMux,Dr Liaqat Ali Khan
qUPToEu8Yq,Zafar Saleem Bhai
udvVEoOq82,Rana Muhammad Munir
ChJEhz6Umn,Muhammad Naeem Akhta Arain  Almarof Naeem
TjZLGFRIhB,Ch Javed Iqbal
b31kNAjmrf,Rao Muhammad Sarwar
jX7ucryhFP,Chaudhry Javed Anwar Combo Advocate
deqOxmNkgM,Mirza Muhammad Ilyas Baig
qzrwDy8JxK,Muhammad Imran Rasheed
MAk0cWNX17,Muhammad Amjad Gogi
Eic0lezIIc,Chaudhry Adnan Hasan Gill
JdcVbWOxh1,Ch Tariq  Mehmood Arain
jxzsVjWYSQ,Dr Nadia Aziz
wbQI6NWI6J,Ansar Majeed Khan Niazi
03EigPLKUo,Ejaz Ahmed Kahloon
okPaCCleqB,Khan Asif  Khan
XrzhCoNH55,Mian Izhar Ul Haq
ESpa1mwd3u,Hafiz Abdul Rauf
Yq9uvMlVxu,Imran Hussain
F2pnC5i159,Ch Muhammad Arshad Arain
EUipbi6Y2u,Ch Muhammad Abu Bakar Batth
R5f14d8lLS,Shoukat Maqbool Goraya
vWOzGs01rH,Hafiz Rai Abdur Rehman Sahi
uyW3axWHD5,Maliktahir Farooq
r2SOT90IsU,Asif Iqbal Sheikh
zIHMyApbhQ,Muhammad Bilal Imtiaz
Fq5vIHHQos,Mushtaq Ahmed Ansari
7MkbSr30w0,Zulifqar Ali Chisti Sabri
hZ2oIsOzEx,Sheikh Ejaz Ahmed
rbCSnkTzLk,Ch Waris Nadeem Warriach
7QgktBDcZx,Adeel Iqbal Sulehria Advocate
OZMINsRW1W,Ch Shamshad Ali Tahir
FCtTRPrTH4,Muhammad Tabraiz Gill
7m4Rw3dCsO,Dr Liaqat Ali Khan
ZlfCvo5uaH,Shahzad Ahmed Cheema
e5pzBmKb6X,Malik Fakhar Sultan
Q12vpFTjLi,Mehar Mohsin Raza
7YhogUKzXx,Navid Ahmed Aslam Warriach
6fGD1LsrGu,Farakh Nazir
s00tP5tcow,Umer Hayat
PMfsVn1pUS,Ch. Faisal Farooq Cheema
BXxB6q9pTh,Sardar Kamil Gujjar
e44f0aXYGg,Mian Muhammad Sher Nangiana
lwtsWBsqHK,Syed Mehmood Bakhsh Gillani
63lgxvsClv,Muhammad Javaid Iqbal Cheema
8PVBB8OeRo,Ch. Abdur Razaq Gujjar Qadri
t31njLFVfN,Muhammad Ali Gujjar Advocate
YocI9pg3TM,Salman Ahmad Jajja
pLnmlMULPw,Abdul Wahid Arain
E3OgQ06Z6B,Barrister Abdullah Mumtaz Kahloon
KjX3Gciqho,Mian Muhammad Ramzan Azad
kEBrkcxk4D,Muhammad Ali Rauf
T9kvOcRkew,Sajad Haider
2YaWoa0YhV,Abdul Haq Bhatti
9OuR6K7FHr,Malik Zafar Iqbal Awan
87rgF1Lj1P,Asad Hamayon Gujjar
Yn7ugRaDlb,Rana Munawar Hussain Alias Rana Munawar Ghous
IFUwMaZwnv,Ch. Faisal Javaid Ghumman
ui6B3D7JNR,Malik Nazir Ahmad Sobhi
6toUHVoxVh,Rai Khurram Ziafat Panah Bhatti
uFXPa8tEfm,Ch. Imran Mehdi Gujjar
0uk35SfTTq,Muhammad Shah Ali Rajput
EObfqYUCvd,Maulana Muhammad Arif Rana
QN8OL0j5KO,Ch. Muhammad Ajmal Gujjar
34CQaQgPBB,Ch. Almustansar Ahmed Cheema
6AALuXFEbL,Haji Ahmad Dholka
vzCsCMN5bS,Muhammad Sharif Jamshed Wallah
pZjxRZQ1LQ,Malik Abdur Razaq Tiwana
6QSd50pyC1,Rai Sarfraz Khan Bhatti
Yr0e2E2TX7,Rana Nadeem Ahmed
mUv6sXmQHZ,Muhammad Sarwar
WUu7554Wgc,Rana Tasawar Abbas
Fbml8qeMBG,Muhammad Bilal Rajput
iUzZ7yC2hZ,Ch. Muhammad Naeem
oQj8YTX26M,Ch. Muhammad Suleman Gujjar
z2q1EGpv9P,Sahabzada Ghulam Nizam Ud Deen Sialvi
9mkdFIifCT,Ghulam Ali Asghar Lahri
x1SJtgtJbm,Syed Muhammad Raza Ali Shah
OUb0i08qHy,Doctor Ghazanfar Ali Qazi
ewwftMgm1Q,Syed Latafat Ali Bokhary
CXnbm8DaVF,Muhammad Abdullah Rabana
Ca6RmJx2Lx,Qari Muhammad Abubakar Siddiqui
a8zRI2rO12,Rana Mahboob Ali Khan
GIybrXfnNk,Akhtar Hussain Khan
5Rnfad5lLi,Rana Muhamamd Akram
GCxxmScNlp,Rana Muhammad Akram Rajpoot
GEm1eMf1OL,Sardar Ali Abbas Khan Baloch
VVS5RW9QoM,Sardar Sajjad Hussain Khan Baloch
wwQ7JmUbsU,Sardar Bahadar Khan Maikan
JIrVsWHsRX,Muhammad Munir Qureshi
5vH88OZdpA,Chaudhari Iftikhar Hussain Gondal
k9jWlFNOPV,Muhammad Mazhar Khan
YHnwiAV84V,Malik Muhammad Basher Awan Advocate
PdBfB0gCxQ,Malik Ahmed Ishaq Tiwana
233eXT4k0k,Gul Muhammad  Shah
gKfN6XbD55,Malik Muhammad  Abdullaha Naich
dZq69AAmdR,Molana Rana Muhammad Ayub
eIlmhxoRsq,Muhammad Samar Abbas Maikan
mYI2AEhX1X,Muhammad Mujtaba Hassan Shah
Yl9QVfKLdg,Malik Muhammad Mumtaz Awan
a97cG4ZblA,Malik Muhammad Javed Iqbal Awan
5XqU1a9bEE,Malik Ameer Mukhtar Sangha Awan
fr1xZkZPca,Malik Mehmood Ul Hassan Awan
2u1ZA7qSVf,Faisal Aziz Malik
RrPMrmMio6,Malik Mukhtar Ahmed Awan
2NFXUy6Uzh,Dr Malik Naeem Sadiq Awan
LGxHCj0BcI,Malik Muhammad Asghar Awan
YKfjNVKnDT,Raja Shaukat Aziz Bhatti
b350dibEUu,Ch. Sajid Mehmood
UynqBZUbey,Brig (R) Muhammad Hasan
1xwJ9sISGK,Majeed Akhtar Hussain
SrqMLREDnV,Mirza Tajammal Hussain Jaral
CoqhJ0lSpB,Muhammad Hamza Shahzad Raza
tdSWmj8xnY,Jahangir Hummayun
qVOKlgdgkg,Syed Zubair Aziz Bukhari
bHcu83S4pW,Muneer Ahmed
ZPm8icF583,Sohaib Bin Masood
dc41451a0k,Raja Hameed Ahmed Saleem
2otnRFstHu,Raja Tariq Aziz Bhatti
GP2nNUZJLr,Arshad Mehmood
Xoqc9GffNf,Muhammad Aftab Kayani
qBLA8Tujec,Muhammad Jahangir
UZKxMc1NFO,Gul Ikhlaq Hussain Thathal Adv
o1zoNSGxUJ,Ch Sarfraz Ahmed Khan
cV160echKG,Karam Elahi Bandial
evCRhfm4Mb,Muhammad  Saleha Muhammad Gunjial
AEzdnWNtD2,Muhammad Deen Ayub Tiwana
FRCcz54hAK,Malik Hassan Nawaz Gunjial
pZKPsE7WPS,Qazi Ghayas Ud Din
QDED1pemAS,Muhammad Zahoor Malik
24MhnpGU3G,Muhammad Naveed Akhter Mughal
8QOE0l3WfR,Muhammad Asif Malik
G8diI7CcF6,Haji Muhammad Sharif Khan
ZSFUQm6BKg,Muhammad Umar Ali Khan
O8dSWIPcWp,Anwar Arain
fhxhRH9NkE,Doctor Muhammad Khalid Bashir Awan
EZHSln14Ij,Sajjad Hussain Khan
PhNIHbJxDJ,Tanzir Ul Hassan
ZHjRRKoYFs,Atta Muhammad Thaheem
uEW7v3lGfi,Bahadar Khan
J30MZHaoE9,Pir Abid Hussain Hashmi
PnvN571Xr4,Rana Qamar Uz Zaman Chand
FigVs4HeCh,Muhammad Akbar Butt
HnHzXNGYLv,Muhammad Ilyas Awan
MRxjv3sEM4,Syed Imran Hyder Shah Bukhari
n8XY9aKgul,Malik Naveed Aslam Awan
ja9tUF7Xm6,Ubaid Ur Rehman Zia
DNiIyjMptC,Muhammad Faisal Yaqoob
w6vSjQtzMt,Amer Javed Randhawa
diWqOkVspX,Muhammad Waris Kallu
070jwPuwN6,Malik Khuda Bukhsh Tiwana
kfhZ3awq6U,Gul Asghar Khan
2EjMXvSyq7,Abdur Razzaq
O3wRd9aRai,Muhammad Anwar Khan
hPtJBoeINJ,Muhammad Ismail
toumh3nT34,Malik Ghulam Muhammad Tiwana
31MXzKbHtd,Muhammad Imran
8ur3XmjZyq,Syed Ghulam Hasnain Shah
ofBvdG3ME9,Malik Zafar Iqbal Borana
Y5XPZ0YSga,Amanat Ullah Khan Shadi Khel
s7JWY2lIuA,Abdul Rehman Khan Alias Bubly Khan
1oVqgYysV9,Muhammad Jamal Ahsan Khan Isa Khel
qGwwpHnLd4,Muhammad Khurshid Ahmad Khan
IuxyCEBktn,Muhammad Yousaf  Khan Khatak
tZ2tSGQw0Z,Malik Shafi Ullah
chNufmxOES,Dr Salah  U Din Khan
hOclWkOQRA,Adil Abdullah Khan Rokhri
tGh03d3CRq,Raza Ul Mustafa Khan
P9V4daFfqu,Abdul Wahab Khan
rAc70H3A1T,Dr Muhammad Khalid Qureshi
GH0nS93V3F,Muhammad Sardar Bahahdur Babar Khan Sawans
4hauAEvx7q,Atta Ullah Khan
A8LWqbdIfg,Mujeeb Ullah Khan
xbx3OtUosu,Amir Abdullah Khan Salar
MARHrRd9ye,Col Retd  Muhammad Hassan Khan
FOe6QzkuEC,Ahmed Khan Bhachar
6FwHJ293Dp,Ali Haider Noor Khan Niazi
wNVhW9vYsW,Habib Ullah Khan Niazi
mZA0UWHIjz,Shoukat Perveiz Khan
yNsHG8ict6,Saeed Ullah Khan
Q1oTpvxYmk,Alam Sher
Dm6Ln3kor0,Gul Kamand Khan Yaru Khel
2WqkA6K3gq,Hafiz Muhammad Habib Ullah Khan Bahi
ozlG0y2xuT,Shaista Ramzan
1WyvdEqbHv,Muhammad Aslam Khan Sumbal
AsuLCA9oRn,Muhammad Sibtain Khan
UbQiOkuxlH,Malik Muhammad Feroz Joyia
3QFiLvXyqX,Saeed Ahmed
7YthQHhbVs,Rab Nawaz Khan
HTPKzKzJcx,Muhammad Saleem
rrEi2WiHhf,Rukhsana Bunyad
Mz9dui4uX5,Faheem Ahmed
fzVzomM9Re,Professor Sohail Ghuncha
IfXSHYAqHS,Asif Hussain Saddiqi
KygGg9IB2w,Ameer Muhammad Khan
liRpCOVxSY,Muhammad Sana Ullah Khan Masti Khail
RT7b0gJhg4,Javeed Iqbal
PGbhygn8w2,Iftikhar Hussain Shah
CvdB05XNO8,Khursheed Baigum
3ZaPYbzty8,Zaulqarnain Haider
lO2Ob692BF,Moulana Ghulam Hussain Rizvi
4zwNOIYNke,Muhammad Arshad Faqir
fGbg2eYv7Y,Javeed Iqbal
LSQKblPZ9i,Nighat Yasmin Begum
cOKW3THQhD,Nadeem Ahmed Khan
et45mguZxN,Muhammad Yousaf
OoDIgj4nCd,Zia Ullah Khan
m6paCLVyMu,Farooq Ahmed Khan Hassan Khali
CJATceY6pK,Najeeb Ullah Khan
aXLUJvW2CX,Abdul Rauf Qurashi
J3Rhkg2dLr,Malik Nazar Abbas Kohawar
99QZVvCnh5,Alamdar Hussain
fId1dEkOVq,Malik Anzar Ali Kohawar
xrwSqFRhKV,Sheikh-Ul-Hadees Mufti Muhammad Ameer Abdullah Kha
XDie99kcWT,Mehrban Ali
sGrPaBhxMS,Muhammad Arshad Awan
IhEk1IHx9J,Moulana Muhammad Abubakar
Ck2s4c4gVz,Rustam Ali Saqi
s7CJ5FUx0v,Muhammad Asghar Ali
rkbtDXfUYh,Moulana Abdul Raouf
MZlxbPcFM6,Moulvi Ilm Ud Din Khaki
aCF0MlJdfR,Zulqarnain Haider
6Wwv683c7K,Ghazanfar Abbas Chheena
ASP1B1TxbT,Ahmad Nawaz Khan
aoz4FIkvIk,Malik Asghar Iqbal Chheena
DwzpNR4nUq,Tariq Hameed Khan
wTikePk0Sk,Yousaf Khan
Uo7lGGJi97,Muhammad Asad Javed Magassi
iwAmBrUg2S,Mirza Nazeer Ahmad Baig
aupJAlRKdC,Jahanzaib Gul
99UVtDNLzm,Syed Kashif Ali Rizvi
Ge1nQiVYcQ,Muhammad  Tahir Sandeela
nNqSr9L7Y2,Muhammad Afzal Hayat Qaisar
IPvi9u02uN,Saeed Akbar Khan
lMGhIArETn,Engineer Qamar Ul Isalm Raja
AvqND6X3gv,Malik Sohail Ashraf
hjwPs61pxO,Muhammad Haroon Kamal Hashmi
P2UfzX7niU,Syed Ismail Hussain Shah
SRBR2leahF,Sardar Muhammad Iqbal Khan
dvayx5MdIa,Malik Shaukat Ali Awan
bO25qzEaVR,Khalid Mehmood Mirza
EV9ZhBF2jr,Shoaib Sadiq Kiyani
OXwT9iLctY,Chaudry Hamid Latif Advocate
Ic4LJi1cwu,Zia Ahmed Bashir
Ghqehn5CKE,Raja Javed Hussain
rzfv2gMubC,Raja Abdul Waheed Qasim
8O8FGg5dw8,Shahid Bashir Awan
9pHajuSyHo,Shafqat Munir Malik Advocate
n4ahM7Akmg,Raja Mubashar Rafiq Kiani
5p5PJndYvb,Malik Ghulam Abbas
btJ2Xy59Ot,Amir Inayat Khan  Shahani
U1a8ftUg9i,Malik Zaheer Ahmad Utra
s8yhRAY72z,Habib Ullah Khan Niwani
W3g2uFxmDg,Sardar Sikander Ahmad Khan
ObWnUaAp72,Ahmad Nawaz Khan
BG9ZHpfAur,Molana Abdul Ghafoor Haqqani
kVV2Q6d3at,Dr Nisar Hussain
xoSnrIi1wG,Molana Muhammad Saffi Ullah
KramOgLvnk,Sajawal Shaheen Sial Timmi
Q9OrNimKuS,Naveed Ahsan Niaz
bqYpWNvcOG,Malik Adil Hussain Utra
QMHIrvktKI,Muddassar Nazeer Utra
nAr6v4W54B,Haji Malik Noor Zaman Sabir Chaboora
QFALZzwAtU,Syed Mukhtar Hussain Shah Sherazi
j8XbzH59aL,Rafique Ahmed Khan Niazi
Q4Lyc20uTr,Muhammad Gulistan Advocate
3KzuRh4Jk9,Yasir Raouf Khan
XDwtonWKLE,Dr Abdur Rauf Awan
4ezb43a3VO,M. Afzal Sahi
zeq1cz6WLQ,Dr Tauqeer Anwaar
TEXUsQ4GJG,Chaudhary Manzoor Ahmad
9nb6CMSKhG,Chaudhary Saif Ullah Cheema
Ra1wHvVyPH,Malik Tehseen Awan
eU3wISg2bJ,Anjum Iqbal Bajwa
hXOECR9qsa,Ali Ahmad Goraya
2tj3kRZzQG,Pir Syed Munir Hussain Shah Noori
DPDMFWE94w,Saeed Javed
UyW38n8Uon,Razia Parveen
4Ulb560Ggx,Dr Muhammad Shafeeq Chaudhary
0k3PEmICc0,Rasheeda Bibi
LjxPw0daXm,Chaudhary Muhammad Mamoon Engineer
oOqJAQJpf0,Ghulam Rasool
rUWRJD4yQ7,M. Siddique Ch. Adv
10tK5EvR7R,Rana Muhammad Zubair Ahsaan Khan
zmytzukt1N,Syda Huma Tehseen
xSNGN434ER,Khushnod Ahmad Awan
Le9oNLUR96,Rana Muhammad Sarfaraz Hamayat
psyyK6gDRM,Umar Khatab Chaudhary
CcRJKDOWgx,Zafar Zulqarnain Sahi
vpnbHe8BGi,Azhar Parvaiz Bhatti
J8fLEjoRRn,Mehar Jahangir Asghar Vains
iT7LsCC16y,Iffat Maraj Awan
NBsnX8DOfc,Malik Zafar Iqbal Khokhar
PAlCQfk6lG,Abdul Rehman Rana
lUfeVJ5wWV,Shoukat Ali
anQmYqlOwD,Abdul Waheed Khan
k6oev5j3Ao,Choudhary Munir Ahmad Khan Adocate
KOdFgBE2v1,Mian Ali Akbar Advocate
eTDitNuns2,Khalid Mehmood Khan
Y0rsldgWBx,Nasim Akbar Raja
3QlIAkfVDw,Falik Sher Sikander
G9vFGE7Qa2,Shafqat Rana
2R87ZhsrdW,Mahmood Ahmad Kalo Advocate
x1oLCoLGEL,Muhammad Tofeeq Alam Khan
py5xI1lO2o,Ehsan Ullah Tarrar
pBvYSv5Ddu,Mahar Sajjad Hussain Haral
OHudMI1Vuw,Rai Fiaz Hussain
7JAikfiagL,Rai Shuja Tanveer Rahi
YNMCjI0O0U,Muhammad Siddique Shah
CQeUr6qTL2,Choudhary Atiq Ur Rehman Mann
VEJYkADR1P,Malik Nawab Sher Wassir
QH2XTbz8nI,Sardar Khan Bahadur Dogar
L9xoNwZ79P,Shoaib Rana
NgHYd9bFu4,Malik Munir Ahmad Awan
QJuqtKv5IR,Manzoor Ali Advocate
4Pxfy7VWta,Raja Nadeem Akbar
6wxq73PUSQ,Sardar Akbar Ali Dogar Advocate
wMP5Ac3lFS,Afzal Ghaffar Randhawa
HiCdUrMvKQ,Waseem Afzaal
TJ6cgGOJsA,Asad Nawaz Khan Kalyar
TkDT4sd2LK,Rana Sajjad Ahmad Khan
zxKA2sDbSU,Aftab Akbar Choudhary
bOCtmdoH4K,Mohammad Sarfraz Tarrar
XSyPuFmsXS,Rana Mahtab Aftab
ll5qHEf5fk,Faiaz Ul Hassan Choudhry
DXyXxZdqau,Rai Ijaz Hussain
jNMF3zVewP,Ehtasham Tauqir Khan
tI02Uikk51,Muhammad Akram Choudhry
kXgwEQNLRs,Rai Haider Ali Khan
TIKhbrWueY,Ghulam Haider Bari
GbiRjRgszN,Rai Muhammad Shah Jahan Khan Kharal
PuHvM5z6ro,Doctor Saeed Ahmad
S8ie2Od8RG,Shoaib Khan Niazi
hVGQeGoCMb,Dr Mian Muhammad Ramzan
ulttBU5XOw,Choudhary Azhar Hussain
EV0hOEdgOK,Malik Abid Hussain Faridi
dwtcPRqSPM,Rana Shuja Tanveer Rahi
uSlEaYf9Pr,Azra Parveen
ep0Wta6aWr,Sadia Khan
g9IrMZW1b1,Choudhary Sana Ullah Qamar Bajwa
TQXt2BcOij,Muhammad Sarfraz
HltdION55l,Sajid Mahmood Qadri
KCImgf8Ix3,Rai Faisal Riaz Khan Kharal
wKe7ug571n,Shoukat Ali
3EQ66SpqNu,Muhammad Ashraf Alias Ashiq Jutt
OQ22c0Fehk,Atif Ali
2eoR7I3pRg,Haji Muhammad Rizwan Siddiquee
dmJkNPT3JK,Zaryab Haider
ZJDZUR1Lcz,Zia Shahid Waseer
6K6ZsmG8vx,Rana Fida Hussain
cjnSCZQRzY,Aftab Akbar Choudhary
afOfIsLFYO,Allama Moulana Muhammad Sajid Farooqi
zSH7FWblVE,Asad Nawaz Khan Kalyar
CzsLT1rnd5,Syed Abrar Haider Adocate
Sc8Rg7N2Mr,Muhammad Imtiaz
ah7QeDLQnQ,Muhammad Nawaz Baloch
vP8YVGlP9n,Muhammad Yousaf Adil
SLs6GW5Dwl,Shaikh Zeeshan Amin Sani
Z7DlfY1LX0,Muhammad Maroof Khan
yWgOTSGVCt,Major Retired Masood Saeed Khan
0RCA1RmRDT,Malik Sakandar Hayat Zaki
moer7yYBqC,Mohtarma Hina Ali
NhqPCzT05m,Muhammad Akram Choudhary
vzmIuTOpoU,Rana  Shoaib Adrees Khan
sRUqNf2xcq,Zaheer Ud Din
ovirqUWOM5,Zafar Iqbal Sarwar
k4k9SGBoZ8,Kashif Husain Attari Qadri
eM3OTq74bP,Rana Muhammad Sarfraz Hamayat
vWOGJrThpS,Ali Akhtar
j9rJG2XCmu,Tahir Latif Kamboo
BE9Ua6yWkU,Muhammad Akram Choudhary
nCrILwPp9X,Rai Muhammad Akram Khan
xvUjSVRUGP,Sonia Naz
m8uoBntBtI,Allama Molana Muhammad Sajid Farooqi
JP6pxF7Hge,Muhammad Riaz Virk
4RLESWnz0X,Malik Abdul Ghafaar Awan
z3hvqxrVEI,Rana Muhammad Azam Khan
RhTgvmpFGi,Doctor Muhammad Shafique Choudhary
DpvV0G1D1R,Waseem Afzaal
eKuyY07a6N,Muhammad Imran Arshad
3tODQRkOxJ,Sarfraz Ahmad Gujjar Almarof Baba
qCrzefGcAd,Choudhary Abdul Ghafoor
yzyIXBclZL,Muhammad Abdullah Gill
bLTcNWL6So,Rana Muhammad Zubair Ahsan Khan
EFi94Wi1It,Choudhary Mumtaz Hussain
AKKnu2R0bH,Rai Muhamamd Usman Khan Kharal
DoqdbOQkLU,Sardar Sikandar Hayat Khan Jatoi
cMVqtyOnah,Rai Abdul Qadir Kharal
2pyuMIey7Q,Choudhary Faza Ullah Gojar Advocate High Court
jfFuNjrom7,Zia Shahid Waseer
kIRI74ORR0,Azhar Hussain Khan Baloch
cesSsrX9Wi,Rai Ijaz Hussain
nCiOnRgLS9,Rai Gul Nawaz Kharal
lyMWYlCz49,Rai Muhammad Hussain Khan Kharal
xfBTMviihA,Allama Muhammad Sajid Farooqi
0o3tdtGvsK,Rai Usman Ghani Kharal
2Z0DuWw0dB,Rai Muhamamd Rauf Khan Sher Ka Kharal
yJmvQxErG4,Shahid Khizer Rai
ZrOxYubEi9,Rai Ahsan Raza Kharal
LuBJOJgFHs,Haji Saith Manzoor Ahmad Gojar
RffvoSILKY,Sayed Safeer Abass Sabzwari
D7TTKzAABn,Jafar Ali Hocha
tb79R8bb5r,Malik Shamsheer Haidar Watto
krpdRAep31,Khalid Mehmood Watto Advocate
lntTtPOAME,Malik Ghulam Mustafa Watto
ruvYMHQy8R,Waqar Mushtaq Toor
hlSHRkT5XW,Muhammad Irfan Nadeem
X51xt3zlFG,Shahbaz Khan
f46GOdAKMt,Shahid Khan
uWtooVDWX2,Alhaj Nasir Khan Toor Advocate
PIPCHpFMDB,Shaheer Dawood Butt
IokegT8GOi,Pir Mazhar Hussain Shah Qureshi
ww9MzoY6ii,Mamur Ahmed Baloch
PqX7HxfjNu,Shakeela Nargis
TlVFBFGg9N,Mirza Muhammad Ahmad Mughal
qFRoLGsREe,Tariq Mehmood Watto Advocate
wkwTEr0Mc1,M. Ameen Watoo
ix3uvmQaBA,Haji Zuhray Khan Toor
uQ4vuPqHHn,Malik Imtiaz Hussain Watto
D65tv57sRH,Khawar Mehmood
RTCfoMqqsk,Malik Zulafqar Ali Watto
Bqp6wo5tRT,Rai Sabir Hussain Saghar Kharal
u9nWNSV9iB,Mazhar Sakhawat Watto
wsLFARhYsn,Muhammad Masood Toor Advocate
3f457fBuEp,Ehsan Riaz Fatiana
3vXKww7o3L,Shahid Khalil Noor
CtRptQR4jC,Muhamamd Sadullah Khan Baloch
xjrwjFV8vM,Rana Naeem Iqbal Khan
oe3pKRtx4G,Arslan Shoukat
1h13FkVyC6,Rana Muhamamd Wakeel Joiya
sXnTwOUbcm,Firdous Bibi Fatiana
nlusuPl6wM,Choudhary Khayam Shahid Ojla
WbSccbxA1k,Rai Muneer Ahmed Khan Kharal Advocate
xT9TMEg1lg,Rana Naeem Haider Toor
YuylGAOAv6,Muhamamd Afzal Khursheed Almaroof Irfan
TjjGl4yG73,Arif Mahmood Gill
hxUFcrxsoL,Rana Muhammad Farooq Saeed Khan
3JfvHHptsJ,Haji Abdul Shakoor
4ipP9zoIZ0,Choudhry Muhammad Mudassar Iqbal Kamboh
VJye1oRb10,Farkhanda Amjad Waraich
wfvjpmgJH4,Pervez Ali Khan
WTPcAL2Zan,Rana Mohammad Raouf Khan
aIrybalUGa,Advocate Muhammad Yaqoob
BsAwZNUULA,Ghulam Ahmad Choudhry
mzLbienJm9,Ch. Safdar Rehman
io04SBXuKN,Choudhry Shakeel Ahmad Ranjha
eDUd81CKev,Asia Parveen
TrXajy9mCR,Choudhry Nadeem Mumtaz Mahuta
Rp0PYUwFD8,Professor Gul Nawaz Khan Laghari
eCJvKYKhmf,Shahzad Yasin
GjSUPmJhUz,Muhammad Naeem Mukhtar Sandhu
1mP8rKPYUV,Choudhry Mazhar Ali Gill
0NvhBVwIxW,Muhammad Usman Saeed Khan
IkvHKicCTD,Choudhry Muhammad Mustaqeem Mahar
0w7etqab20,Choudhry Amjad Ali Ahar
aVcz4xOzP1,Choudhry Muhammad Ajmal Kamboh
Q2Wuo3PbXf,Choudhry Muhammad Tahir
Hh1r8bu9wR,Choudhry Tajamal Hussain Randhawa
7xA2BbVII7,Rao Tanveer Alam
9FaHvO13a0,Choudhry Adil Saboor
ZzOOktWYtX,Muhammad Naeem Arshad
vRJ74ws47G,Asad Kamal Bhutta
jlhCmowwYZ,Choudhry Zia Ur Rehman
LCXM7PZxBK,Abubakar Siddique  Choudhry
kuWL0XBwMh,Mahar Rashid Nawaz Advocate
RpZl6XgHqZ,Muhammad Naseer Akhter Advocate
wh5rvbOCiq,Muhammad Farooq Arshad
NRYE8bRoQb,Hussain Farooq Arshad
whwXidqD1Q,Muhammad Imran Shafi
yfBQsig7p2,Ch  Nisar Ali Khan
8ia5lgQN06,Wasiq Qayum Abbasi
ShxvocvolY,Bilal Afzal Khokhar
m8NXLX0xd4,Muhammad Munir Azam
uJfIqbypiK,Syed Rahat Kazmi
1epxrTodec,Farooq Nazir
MNfA8uMNdT,Maulana Abdul Ghafar Tauhadi Ghafari
mTPAlLzFhQ,Shujaat Ali
5e53olo9TQ,Molana Muhammad Shafqaat Riaz
4SOsSV01ZC,Ch Muhammad Asghar Gondal Advocate High Court
DWBlt7lGKV,Mrs Robina Tahsin
E9tUonTPB0,Shahnaz Begum Raja
GMzEThhvb2,Ch Sarfraz Afzal
8VDcw6pRd3,Rehana  Khan
qjou2iA5Ob,Bin Hur Yousaf
T0ZHoCw0g6,Muhammad Zubair Anwar Baig
eIKLbKgGNF,Sheikh Arif Mehmood
ASMMWlzT5D,Rabia Ishaq Hanjra Adocvate
e5j7fZfQXS,Aamir Hussain
8gSAjaEI1R,Khalid Mehmood Khokar
ZmhHdHXmPq,Muhammad Zubair Ch
pAj9M5aKAP,Rao Kashif Raheem Khan
VKdx22yzxo,Choudhry Khalid Nabi Advocate
BFtczcjRpM,Major (R) Muhammad Akram
dd74A5zvO9,Choudhry Ghulam Rasool
vrE6LGJn60,Muhammad Faheem Akhtar
O0woPK5GQG,Muhammad Yahya Nasir Advocate
5JXKh69iQE,Malik Muhammad Ali Shad Advocate
JerUeloN4K,Rao Kamran Mujahid Advocate
1X9TDNCQ24,Farzand Ali
CdzG3EoF90,Choudhry Zulfiqar Ali Sahuta
smydDeFJel,Mumtaz Ali Shahid
yqygKr0thZ,Choudhry Muhammad Amjad Gujjar
q2VZXjAWnf,Choudhry Mudassar Majeed Gujjar
oYmRnQ7kjn,Zubaida Bibi
ZSFqtfAslt,Muhammad Asghar Hussain
rHhYt0pvc4,Shahid Nadeem Masih
HLv9hsEJiv,Abdul Rashid Hajazi
FDoHvZdXnl,Zeeshan Ali Khan Advocate
twdPZIrdzU,Muhammad Burhan Ashraf
81vo2tFdGE,Abdul Qayyum
LCJOZWzOHi,Muhammad Inam Ul Haq
RkEDdmeDBS,Zafar Iqbal Uraf Peerzada
CcPhRjtRDm,Amanullah Mohsin Karangi
1U17BvsTsU,Abid Hussain Qadri
cQrvK6uLWa,Choudhry Adil Saboor
0OHOc6L9JQ,Naeem Ullah Gill
uXoqt0Hn8e,Ch Khalid Pervaiz Gill
VkP9Gw65lW,Javed Niaz Manj
YKsVav0aZB,Rana Mukhtar Ahmed Khan
AyoYmaSG8X,Ch Saifullah Gill (Restrained By Supreme Court)
ALluIFtuv2,Ch Yasir Shoaib Gujjar
F3tj2NVpx4,Abid Usman
N1xdwh1k4y,Mehar Allah Ditta
